new_clipi-j,old_clipi-j,id,name,nodding,looking_down,getting_closer,active_hand,smile,vol_mean,vol_std,pitch_mean,pitch_std,word_num,sentiment,positive,negative,neutral,w0,w1,w2,w3,w4,event_type,time_start,time_end,dialogue
clip16-17,clip19-12,0,Katie,1,0,1,0,0,64.79952521,10.11303029,265.0042577,38.63141405,8,0,0.451,0.003,0.546,0.391,0.424,0.388,0.4,0.387,all_activity,19:28.4,19:31.5,"gabrielle Carla to go ahead, stop it stop."
clip16-18,clip19-13,0,Katie,1,0,0,0,0,0,0,0,0,0,0,0.829,0.004,0.167,0.136,0.145,0.138,0.152,0.135,all_activity,19:32.0,19:33.2,It stop it.
clip16-19,clip19-14,0,Katie,0,0,0,0,0,0,0,0,0,0,0,0.485,0.006,0.509,0.036,0.032,0.034,0.033,0.037,all_activity,19:33.2,19:33.5,stop it.
clip17-1,clip19-15,0,Katie,1,0,1,0,0,54.46116802,49.6160552,248.0554431,73.97422327,30,0.1,0.435,0.004,0.561,0.457,0.496,0.453,0.465,0.451,all_question,19:33.6,19:41.4,You go there you go yeah now when your parents said those words like that stuffing did they have to get loud for you to know what was going on.
clip17-2,clip20-1,0,Katie,1,0,1,0,0,52.82338515,20.32888705,243.9205242,41.11609751,22,0.170833333,0.707,0.005,0.288,0.409,0.443,0.406,0.418,0.405,all_question,20:00.0,20:10.9,"A little bit okay anybody here know the movie karate kid knows, Mr miyagi yeah he used his diaphragm the whole time."
clip17-3,clip20-2,0,Katie,1,0,0,1,0,48.60579251,23.24049671,256.3899191,76.65340296,19,0.285714286,0.68,0.005,0.315,0.422,0.447,0.418,0.427,0.418,all_question,20:12.2,20:20.0,"Daniel son right Daniel son, you need to focus focus he didn't yell it wasn't about focus it wasn't."
clip18-1,clip20-3,0,Katie,1,0,1,1,1,57.92600038,15.15906185,233.2432491,55.50728656,26,0.042857143,0.603,0.008,0.389,0.499,0.531,0.492,0.497,0.495,single_activity,20:21.8,20:29.7,"All right, all right, but come back to you now everybody, I want you to find one word that you want to place this intensity behind."
clip18-2,clip20-4,0,Katie,1,0,1,0,0,48.62913367,57.32074406,231.1883089,53.30255243,38,0.05,0.438,0.006,0.556,0.449,0.487,0.445,0.457,0.443,single_activity,20:30.8,20:42.2,"And again indicate it somehow different from your loud So if you circled the word for loud maybe underline it for diaphragm but do something different, and begin tell me what that word is when you have yours."
clip18-3,clip21-1,0,Katie,0,0,0,0,0,52.17112298,14.60349741,230.6304609,32.4933682,1,0.5,0.006,0.008,0.986,0.188,0.196,0.183,0.182,0.187,single_activity,20:43.2,20:43.7,Okay.
clip18-4,clip21-2,0,Katie,0,0,0,0,0,46.05647071,11.29380639,0,0,1,0,0.614,0.003,0.383,0.087,0.088,0.084,0.083,0.087,single_activity,21:00.4,21:00.7,yeah.
clip18-5,clip21-3,0,Katie,0,0,0,0,0,0,0,0,0,0,0,0.59,0.016,0.394,0.036,0.032,0.034,0.033,0.037,single_activity,21:03.1,21:03.8,means.
clip18-6,clip21-4,0,Katie,0,0,0,0,0,0,0,0,0,0,0,0.782,0.023,0.195,0.036,0.032,0.034,0.033,0.037,single_activity,21:04.9,21:05.9,Does it called.
clip18-7,clip21-5,0,Katie,0,0,0,0,0,63.32532575,15.25222722,257.9587767,30.38057765,7,-0.088068182,0.614,0.006,0.38,0.192,0.205,0.188,0.189,0.19,single_activity,21:07.6,21:08.9,I mean the word and new quote.
clip18-8,clip21-6,0,Katie,1,0,0,0,0,59.27778235,13.30865347,215.2089622,45.98673796,42,-0.15,0.443,0.004,0.553,0.34,0.372,0.34,0.357,0.334,single_activity,21:11.0,21:23.6,"Yes, so you have one word, you have your words look that you're doing in loud what is another word that you want to use your diaphragm on another word that you want place emphasis on but with an intensity behind it."
clip18-9,clip21-7,0,Katie,0,0,0,0,0,0,0,0,0,0,0,0.974,0.003,0.023,0.036,0.032,0.034,0.033,0.037,single_activity,21:38.0,21:39.0,I couldn't find.
clip18-10,clip21-8,0,Katie,1,0,0,0,0,58.83442621,12.48816769,222.126777,55.1556744,44,0.202083333,0.406,0.004,0.59,0.362,0.394,0.362,0.378,0.357,single_activity,21:43.0,21:54.6,"It might feel a little weird and awkward that's Okay, but I still want you to get practice with it so choose choose the best word for it, even if it doesn't feel perfect it's about you practicing with your voice in your throat."
clip18-11,clip21-9,0,Katie,1,0,0,0,0,56.81729176,25.81123145,219.0816366,37.08392831,13,0,0.384,0.005,0.611,0.298,0.324,0.299,0.315,0.293,single_activity,22:08.1,22:10.1,"Why don't you read your quote to me, and maybe I can help."
clip18-12,clip21-10,0,Katie,1,0,0,0,0,0,0,0,0,0,0,0.496,0.031,0.473,0.136,0.145,0.138,0.152,0.135,single_activity,22:12.3,22:18.9,"You can either look for reasons to succeed or find excuses to fail, what are you searching for."
clip18-13,clip21-11,0,Katie,1,0,0,0,0,55.96636036,16.16110119,192.9465212,34.03083573,7,-0.107142857,0.059,0.005,0.936,0.271,0.296,0.272,0.288,0.267,single_activity,22:19.8,22:21.6,"All right, let's try the word fail."
clip18-14,clip21-12,0,Katie,1,0,0,0,0,0,0,0,0,0,0,0.749,0.003,0.248,0.136,0.145,0.138,0.152,0.135,single_activity,22:23.3,22:25.2,"Okay, from diaphragm."
clip18-15,clip21-13,0,Katie,1,0,1,0,0,55.72108895,19.93178561,211.6931089,42.62899265,35,0,0.641,0.005,0.354,0.42,0.456,0.416,0.429,0.414,single_activity,22:25.7,22:37.8,"yep so you can whatever you want to do to indicate that that's the diaphragm technique, but remember everybody put a slash before the word and a slash after the word remember your micro clauses."
clip18-16,clip21-14,0,Katie,1,0,0,0,0,58.77583004,13.7174617,206.2050156,46.47776409,20,-0.0625,0.46,0.005,0.535,0.306,0.334,0.307,0.323,0.301,single_activity,22:38.4,22:43.3,"Now we'll come back to you, I want you to say the word fell natural normal voice just say fail."
clip18-17,clip21-15,0,Katie,1,0,0,1,0,0,0,0,0,0,0,0.72,0.011,0.269,0.214,0.22,0.214,0.221,0.214,single_activity,22:45.1,22:53.0,You can either look for reasons to succeed or find excuses to fail.
clip18-18,clip21-16,0,Katie,1,0,0,0,0,61.03720332,13.55697712,213.2683425,40.31236804,7,0.91,0.389,0.009,0.602,0.32,0.342,0.319,0.334,0.317,single_activity,22:53.6,22:56.1,"Now, yes, very good, so we have."
clip19-1,clip21-17,0,Katie,1,0,0,0,0,62.81198597,10.54437245,223.7203539,51.25629063,18,-0.1875,0.503,0.003,0.494,0.307,0.337,0.309,0.325,0.302,none,22:56.6,23:01.4,"When we say it natural normal voice it's fail and it almost is extended, a little bit fail."
clip19-2,clip21-18,0,Katie,1,0,0,1,0,41.99888723,74.04023492,231.7188234,48.69502339,47,0.064285714,0.609,0.006,0.385,0.452,0.482,0.449,0.458,0.447,none,23:01.7,23:14.8,"But when you use your diaphragm you place that owns behind it, we had that we heard that in your voice, it was felt it's almost like you make those words shorter you make it more constraint right fail okay now let's get to the last one."
clip19-3,clip22-1,0,Katie,1,0,1,0,0,62.68269467,10.65960988,228.3128047,37.45475374,26,0.065079365,0.596,0.006,0.398,0.411,0.445,0.407,0.419,0.406,none,23:16.1,23:24.3,"For volume so we're doing three for volume so 123 here's number three in your list go ahead, under diaphragm for number three right down whisper."
clip20-1,clip22-2,0,Katie,1,0,1,0,0,51.99879874,18.69825554,234.3943568,101.4961882,10,0.4,0.437,0.01,0.553,0.433,0.467,0.429,0.441,0.428,all_question,23:26.1,23:30.2,"whisper now why is whisper important, why does whisper matter."
clip20-2,clip22-3,0,Katie,0,0,0,0,0,0,0,0,0,0,0,0.641,0.012,0.347,0.036,0.032,0.034,0.033,0.037,all_question,23:33.1,23:34.7,It also takes attention.
clip20-3,clip22-4,0,Katie,0,0,0,0,0,59.29414214,13.67148598,260.5025771,36.0135304,3,0,0.701,0.007,0.292,0.189,0.2,0.185,0.185,0.186,all_question,23:35.5,23:36.1,In what way.
clip20-4,clip22-5,0,Katie,0,0,0,0,0,0,0,0,0,0,0,0.829,0.013,0.158,0.036,0.032,0.034,0.033,0.037,all_question,23:37.8,23:38.3,You know.
clip20-5,clip22-6,0,Katie,0,0,0,0,0,0,0,0,0,0,0,0.684,0.01,0.306,0.036,0.032,0.034,0.033,0.037,all_question,23:40.2,23:55.7,"It may mean that you know the presenter is saying something important it takes their attention and the recipients or the listeners would be more careful in listening, the message."
clip20-6,clip22-7,0,Katie,0,0,1,0,0,59.83911769,11.45943846,217.0412854,37.44847639,19,-0.005952381,0.803,0.004,0.193,0.293,0.312,0.285,0.281,0.29,all_question,23:55.9,24:00.1,They might lean in a little bit and in a whisper could also feel a little bit special to.
clip20-7,clip22-8,0,Katie,0,0,0,0,0,58.00625052,13.61085116,208.6571025,50.59103187,16,0.084821429,0.588,0.005,0.407,0.208,0.221,0.204,0.204,0.206,all_question,24:00.5,24:04.7,"And then we perk up, we want to know it feels a little bit special now."
clip20-8,clip22-9,0,Katie,1,0,0,1,0,55.21144105,29.93741897,221.0571872,49.28558737,35,0.119444444,0.527,0.009,0.464,0.425,0.451,0.422,0.43,0.421,all_question,24:05.1,24:18.0,"If we go down our list loud, we did on one word a bold word diaphragm one word that intense word whisper, however, does not go on one word whisper goes on two or three."
clip20-9,clip22-10,0,Katie,1,0,0,0,0,54.9980092,17.22124142,220.6729624,61.87263876,26,-0.025,0.613,0.01,0.377,0.328,0.358,0.328,0.345,0.323,all_question,24:18.5,24:26.3,"of your wisest words, two or three that are two or three words back to back to back in a word, group next to each other."
clip21-1,clip22-11,0,Katie,1,0,1,0,0,46.77606706,54.5834931,216.8963385,57.85288554,44,-0.1875,0.456,0.008,0.536,0.446,0.486,0.442,0.456,0.44,single_question,24:26.6,24:40.0,"That are your, why is this word so everybody find on your quote where are your, why is this words and you can do a little squiggly line underneath to indicate your whisper technique so become tell me when you have your whisper words."
clip21-2,clip22-12,0,Katie,1,0,0,0,0,0,0,0,0,0,0,0.134,0.004,0.862,0.136,0.145,0.138,0.152,0.135,single_question,24:40.1,24:43.1,It mine is the last sentence.
clip21-3,clip22-13,0,Katie,1,0,0,0,0,45.34517134,25.90388877,227.29504,61.37486865,12,0.5,0.434,0.01,0.556,0.321,0.346,0.32,0.336,0.317,single_question,24:44.0,24:48.1,"How many words, is that, though, is that more than 304 words."
clip21-4,clip22-14,0,Katie,1,0,0,0,0,63.14040023,11.0338616,238.922254,30.51200242,11,0.285714286,0.098,0.005,0.897,0.304,0.329,0.305,0.32,0.3,single_question,24:49.5,24:51.6,"All right, so tell me tell me what the words are."
clip21-5,clip22-15,0,Katie,1,0,0,0,0,0,0,0,0,0,0,0.384,0.012,0.604,0.136,0.145,0.138,0.152,0.135,single_question,24:52.0,24:53.6,What are you searching for.
clip21-6,clip22-16,0,Katie,1,0,0,0,0,59.0034428,10.31423819,184.4069894,24.74268043,5,0.65,0.021,0.006,0.973,0.288,0.308,0.287,0.302,0.285,single_question,24:56.6,24:58.0,"Okay, great let's try that."
clip22-1,clip23-1,0,Katie,1,0,1,0,0,55.07491277,19.3267955,241.378649,36.60367748,36,0.5,0.244,0.006,0.75,0.442,0.476,0.437,0.449,0.437,all_activity,24:58.4,25:10.9,Okay now each of you gabrielle and Carla come on off mute and and I want the three of you to put your hands up like this and natalie just do whatever makes sense for you.
clip22-2,clip23-2,0,Katie,1,0,0,0,0,61.5819692,11.34874014,283.3090773,40.1221745,6,0,0.068,0.003,0.929,0.302,0.329,0.302,0.319,0.297,all_activity,25:11.3,25:12.9,Put your hands up like this.
clip22-3,clip23-3,0,Katie,1,0,0,0,0,54.3896938,19.02910066,234.329319,27.86468905,2,0,0.427,0.008,0.565,0.273,0.297,0.274,0.29,0.269,all_activity,25:13.9,25:14.9,It become.
clip22-4,clip23-4,0,Katie,1,0,1,0,0,58.84972023,16.28875776,245.6511518,30.78615046,14,0,0.511,0.001,0.488,0.388,0.421,0.385,0.397,0.384,all_activity,25:16.1,25:19.3,"Oh, there you go now I want you to lean in and say whisper."
clip22-5,clip23-5,0,Katie,0,0,0,0,0,52.22304057,10.8669117,143.1282225,8.939634226,1,0,0.405,0.007,0.588,0.133,0.138,0.129,0.129,0.132,all_activity,25:20.1,25:20.8,whisper.
clip22-6,clip23-6,0,Katie,1,0,1,0,0,58.12786022,14.43962075,251.2119711,70.7549168,26,0.3,0.584,0.017,0.399,0.443,0.479,0.439,0.451,0.438,all_activity,25:22.0,25:30.8,Okay now whisper is not about being soft the audience still needs to hear you whisper is about aspirated your voice so I want you to.
clip22-7,clip23-7,0,Katie,0,0,1,1,0,59.96829401,14.66489743,237.103731,53.8503101,33,0.25,0.55,0.04,0.41,0.42,0.438,0.408,0.396,0.418,all_activity,25:31.1,25:39.3,"channel your inner marlon brando from godfather Okay, and I want you to ask for it your voice, I want you to lean in with your hands, I want you to say whisper."
clip22-8,clip23-8,0,Katie,0,0,0,0,0,0,0,0,0,0,0,0.686,0.003,0.311,0.036,0.032,0.034,0.033,0.037,all_activity,25:40.6,25:41.4,whisper.
clip22-9,clip23-9,0,Katie,0,0,0,0,0,0,0,0,0,0,0,0.609,0.006,0.385,0.036,0.032,0.034,0.033,0.037,all_activity,25:41.5,25:42.8,whisper thing.
clip22-10,clip23-10,0,Katie,1,0,1,1,0,61.09208528,13.4169093,259.4152319,61.59447664,22,0.525,0.553,0.007,0.44,0.523,0.553,0.515,0.519,0.519,all_activity,25:42.8,25:49.5,"Good good good now, if you think about it diaphragm we're forcing air out but we're doing it to a short point."
clip23-1,clip23-11,0,Katie,1,0,1,1,0,58.80633259,15.06935716,221.38289,54.31455832,51,0.45,0.574,0.018,0.408,0.551,0.584,0.543,0.547,0.546,single_activity,25:50.0,26:09.3,"whisper we're still forcing air out but it's a softer feel and elongates the words okay that's the difference alright, so I want you to put all of your techniques together for the full sentence okay now what i'm going to be listening for is that you have your micro pauses."
clip23-2,clip23-12,0,Katie,1,0,0,1,0,55.75900743,19.36563135,215.9409784,37.89007334,27,0.038888889,0.346,0.01,0.644,0.396,0.421,0.394,0.402,0.392,single_activity,26:10.5,26:20.8,"So pause pause pause shift now that we're pause shift back down natural normal voice we're going to listen, for your loud your diaphragm and now you're."
clip23-3,clip23-13,0,Katie,1,0,0,0,0,53.37026638,13.63495587,181.8028675,16.48673987,5,0.285714286,0.157,0.047,0.796,0.265,0.285,0.265,0.281,0.261,single_activity,26:22.5,26:23.3,"All right, go for it."
clip23-4,clip23-14,0,Katie,1,0,0,0,0,0,0,0,0,0,0,0.609,0.006,0.385,0.136,0.145,0.138,0.152,0.135,single_activity,26:24.3,26:27.8,You can either look for reasons.
clip23-5,clip23-15,0,Katie,0,0,0,0,0,67.28902773,9.66276343,246.1591157,33.28881898,6,0,0.739,0.01,0.251,0.194,0.206,0.19,0.19,0.192,single_activity,26:28.2,26:29.7,That are again start again number.
clip23-6,clip23-16,0,Katie,1,0,0,0,0,57.76588867,17.07689223,277.7239466,45.57171445,6,0,0.666,0.004,0.33,0.303,0.33,0.304,0.32,0.298,single_activity,26:30.2,26:32.0,20 points up with a look.
clip23-7,clip23-17,0,Katie,1,0,0,0,0,54.53814241,19.51925431,231.4809994,44.9315718,17,0,0.446,0.015,0.539,0.307,0.335,0.308,0.324,0.302,single_activity,26:32.6,26:36.4,"Look, there you got it you got it your daughter's gonna be like she yelling at me."
clip23-8,clip23-18,0,Katie,1,0,0,0,1,0,0,0,0,0,0,0.32,0.017,0.663,0.136,0.145,0.138,0.152,0.135,single_activity,26:39.2,26:45.8,You can either look for reasons to succeed or find excuses.
clip23-9,clip23-19,0,Katie,1,0,0,0,0,0,0,0,0,0,0,0.945,0.004,0.051,0.136,0.145,0.138,0.152,0.135,single_activity,26:47.9,26:48.8,To fail.
clip23-10,clip23-20,0,Katie,1,0,0,0,0,0,0,0,0,0,0,0.757,0.002,0.241,0.136,0.145,0.138,0.152,0.135,single_activity,26:50.1,26:52.2,What are you what are you looking for.
clip24-1,clip24-1,0,Katie,0,0,0,0,0,59.72721767,14.32309113,238.9941681,18.63532627,6,0,0.731,0.005,0.264,0.178,0.188,0.174,0.174,0.176,all_question,27:05.6,27:06.5,i'm going to i'm going to.
clip24-2,clip24-2,0,Katie,1,0,1,0,0,62.52679091,8.219282403,243.5291366,55.54204703,29,0.2,0.451,0.019,0.53,0.434,0.47,0.43,0.442,0.429,all_question,27:08.5,27:14.7,"There we go i'm going to get that ready and get you into your breakout rooms, when you go into your breakout rooms it's just about repetition repetition repetition."
clip24-3,clip24-3,0,Katie,1,0,1,1,0,56.82107736,23.5039112,240.4660281,50.60173333,42,0.175,0.573,0.008,0.419,0.531,0.565,0.523,0.528,0.526,all_question,27:15.3,27:28.9,"But with your partner being your voice coach so each of you, I want you to do exactly what me and begum did here when the speaker is doing their quote and they have their loud and their diaphragm and their whisper."
clip24-4,clip24-4,0,Katie,1,0,0,0,0,58.17076426,12.67418046,248.1114094,68.42524768,44,0,0.39,0.005,0.605,0.369,0.403,0.369,0.386,0.363,all_question,27:29.4,27:41.3,"I want you to pay attention can you detect where the loudest can you detect where the diaphragm is, and if you can't what I want you to say to the speaker as their coach what do I want you to say to them."
clip24-5,clip24-5,0,Katie,0,0,0,0,0,44.38732065,15.18792826,206.3899897,7.264921291,1,0.5,0.917,0.005,0.078,0.159,0.164,0.154,0.153,0.159,all_question,27:44.7,27:45.0,Okay.
clip24-6,clip24-6,0,Katie,1,0,0,0,0,0,0,0,0,0,0,0.496,0.023,0.481,0.136,0.145,0.138,0.152,0.135,all_question,27:51.8,27:56.4,To put more emphasis on that allow the whisper that they have room.
clip24-7,clip24-7,0,Katie,1,0,0,1,0,65.37573159,9.408447248,288.2213084,57.16232933,33,0.464285714,0.392,0.009,0.599,0.455,0.482,0.451,0.459,0.451,all_question,27:56.8,28:03.8,that's right gabrielle I want you to do it again put more on to look more into a push yourself more and more more so you're there coach i'm giving you that hat.
clip24-8,clip24-8,0,Katie,1,0,0,0,0,56.72272806,29.65791272,232.3461861,60.00029056,54,0.165178571,0.246,0.006,0.748,0.388,0.423,0.388,0.405,0.382,all_question,28:04.3,28:17.1,"Then, when you're done, and they have a chance to do it, two or three times, then switch other partner goes and they'll coach you in the same way, no push it's gotta be it's gotta be louder it's got to be stronger it's got to have more pause try it again all right."
clip24-9,clip24-9,0,Katie,0,0,0,0,0,60.58157554,10.02379696,213.2088793,11.17384443,2,0,0.544,0.004,0.452,0.16,0.168,0.156,0.156,0.158,all_question,28:19.6,28:20.8,let's do.
clip25-1,clip25-1,0,Katie,0,0,1,0,0,58.56966342,10.79516701,230.9913787,39.6354395,31,0.285714286,0.338,0.006,0.656,0.326,0.346,0.317,0.313,0.323,all_activity,30:40.6,30:48.0,"All right, I want to, I want to get a feel for these three techniques i'm going to ask you two questions which one was easiest and which one was hardest."
clip25-2,clip25-2,0,Katie,1,0,1,0,0,43.26785841,61.91396235,233.1945034,50.5879779,43,-0.10625,0.533,0.004,0.463,0.447,0.487,0.443,0.456,0.441,all_activity,30:48.5,31:02.0,"Show me a one or two or three one means loud one mean two means diaphragm three means whisper out of all three of these techniques which one was which one did you like, which one was the easiest one, two or three."
clip25-3,clip25-3,0,Katie,1,0,1,0,0,61.73493663,10.63633482,237.982188,51.19791751,44,0.173214286,0.622,0.007,0.371,0.453,0.491,0.449,0.461,0.448,all_activity,31:03.2,31:13.6,"everybody's usually a little different on this so it's all right different yep I just Okay, so we have we have a split some people like allowed some people like the timeframe nice okay so which one was the hardest, then, is that mean."
